4,ID,0.052039363,,,4,,ID,0.042321435,,,,,ID,0.064426415,,,,
,,,,,,,,,,,,,TARGET,0.009840086,,,,
,Best,log/no N/A,,,base,,,e^x,,,cluster,,,,,,,
44,,,,ind_var5_0,0.000621314,0.000500357,,,,,,,,,,,,
41,,,,,,,,,,,,,,,,,,
43,saldo_medio_var12_hace3,0.000600466,0.000457225,saldo_medio_var12_hace3,0.000155169,0.000124961,saldo_medio_var12_hace3,0.000709907,0.000523789,,,,,,,,,
,,,,,,,,,,,,,,,,,,
0.0004,,,,,62,,,,,,,,,,,,,
,,,,,63,,saldo_var20,0.000658415,0.000485797,,,,,,,,,
,saldo_var13,9.58E-05,,,74,,,,,,,,,,,,,
,,,,num_var39_0,0.000580444,0.000467444,,,,,,,,,,,,
46,saldo_var13_corto,0.00049648,,saldo_var13,0.000224822,0.00016588,,,,,,,,,,,,
47,saldo_var14,0.000473354,,,,,,,,,,,,,,,,
48,imp_var7_recib_ult1,0.000375517,,imp_var7_recib_ult1,0.000586867,0.000472616,,,,,,,,,,,,
0.0003,,,,,,,,,,,,,,,,,,
49,saldo_medio_var12_ult3,0.000314528,,saldo_medio_var12_ult3,0.000452928,0.000364752,saldo_medio_var12_ult3,5.18E-05,3.82237E-05,,,,,,,,,
,,,,num_op_var41_comer_ult3,0.000479626,0.000386253,,,,,,,,,,,,
,,,,ind_var1,0.000408355,0.000328856,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
0.0002,,,,,,,,,,,,,,,,,,
,saldo_medio_var13_corto_ult3,0.000289737,,saldo_medio_var13_corto_ult3,3.32E-05,2.67309E-05,,,,,,,,,,,,
,saldo_var24,0.000278167,,saldo_var24,0.000108134,8.70826E-05,saldo_var24,0.000797328,0.000588291,,,,,,,,,
,saldo_var12,0.000255943,,saldo_var12,9.70E-05,7.80964E-05,saldo_var12,8.24E-05,6.07721E-05,,,,,,,,,
,,,,num_op_var39_hace2,0.00036718,0.000295697,,,,,,,,,,,,
,,,,ind_var25_cte,0.000338234,0.000272386,,,,,,,,,,,,
,,,,ind_var19,0.000335507,0.00027019, , ,,,,,,,,,,
,,,,num_var5_0,0.000296356,0.000238662,,,,,,,,,,,,
,,,,num_op_var39_efect_ult1,0.000276671,0.000222808,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,num_op_var39_ult3,0.000240875,0.000193981,,,,,,,,,,,,
,saldo_var31,0.000127253,,saldo_var31,0.000107867,8.68672E-05,,,,,,,,,,,,
,,,,ind_var31_0,0.000173439,0.000139674,,,,,,,,,,,,
,,,,ind_var12_0,0.000167282,0.000134715,,,,,,,,,,,,
,,,,num_var5,0.000160965,0.000129629,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,78,,,,,,,,,,,,,
,,,,,79,,,,,,,,,,,,,
,,,,,80,,,,,,,,,,,,,
,,,,,81,, , ,,,,,,,,,,
,,,,,82,,,,,,,,,,,,,
,,,,,83,,,,,,,,,,,,,
,,,,,84,,,,,,,,,,,,,
,,,,,85,,,,,,,,,,,,,
,,,,,86,,,,,,,,,,,,,
,,,,,87,,,,,,,,,,,,,
,,,,,88,,,,,,,,,,,,,
,,,,,89,,,,,,,,,,,,,
,,,,,90,,,,,,,,,,,,,
,,,,,91,,,,,,,,,,,,,
,,,,,92,,num_var26_0,0.00014207,,,,,,,,,,
,,,,,93,,,,,,,,,,,,,
,,,,,94,,,,,,,,,,,,,
,,,,,95,,,,,,,,,,,,,
,,,,,96,,num_sal_var16_ult1,8.49E-05,,,,,,,,,,
,,,,,97,,ind_var32_cte,7.35E-05,,,,,,,,,,
,,,,,98,,,,,,,,,,,,,
,,,,,99,,num_var43_emit_ult1,3.04E-05,,,,,,,,,,
,,,,,100,,num_op_var40_comer_ult3,2.62E-05,,,,,,,,,,
,,,,,101,,,,,,,,,,,,,
,,,,,102,,,,,,,,,,,,,
,,,,,103,,,,,,,,,,,,,
,,,,,104,,,,,,,,,,,,,
